# Program:featureCounts v2.0.6; Command:"featureCounts" "-Q" "20" "-s" "2" "-p" "-a" "/storage/projects/QUO1015788/ref/REF_cds.gtf" "-T" "5" "-F" "SAF" "-o" "/storage/projects/QUO1015788/2630_A/2630_A_cds" "/storage/projects/QUO1015788/2630_A/2630_A.sam" 
Geneid	Chr	Start	End	Strand	Length	/storage/projects/QUO1015788/2630_A/2630_A.sam
PFLU_3622	OV986001.1	4014597	4014981	-	385	27
PFLU_3623	OV986001.1	4015145	4015754	+	610	1329
PFLU_3624	OV986001.1	4015753	4016221	+	469	815
PFLU_3625	OV986001.1	4016249	4016579	-	331	44
PFLU_3626	OV986001.1	4016647	4017154	-	508	95
PFLU_3627	OV986001.1	4017197	4017632	-	436	24
PFLU_3628	OV986001.1	4017872	4018364	+	493	114
PFLU_3629	OV986001.1	4018721	4018949	+	229	67
PFLU_3630	OV986001.1	4019019	4019448	+	430	4
PFLU_3631	OV986001.1	4019461	4020148	+	688	22
PFLU_3632	OV986001.1	4020144	4021095	+	952	20
PFLU_3633	OV986001.1	4021171	4023655	+	2485	20
PFLU_3634	OV986001.1	4023843	4024737	+	895	351
PFLU_3635	OV986001.1	4024678	4025266	-	589	17
PFLU_3636	OV986001.1	4025505	4026348	+	844	217
PFLU_3637	OV986001.1	4026382	4027321	-	940	144
PFLU_3638	OV986001.1	4027411	4027849	+	439	30
PFLU_3639	OV986001.1	4027853	4029299	-	1447	129
PFLU_3640	OV986001.1	4029367	4030228	-	862	84
PFLU_3641	OV986001.1	4030407	4031151	+	745	16
PFLU_3642	OV986001.1	4031171	4032491	+	1321	55
PFLU_3643	OV986001.1	4032487	4034419	-	1933	24
PFLU_3644	OV986001.1	4034497	4035712	-	1216	33
PFLU_3645	OV986001.1	4035804	4036911	+	1108	27
PFLU_3646	OV986001.1	4036913	4039997	+	3085	55
PFLU_3647	OV986001.1	4040050	4040527	+	478	0
PFLU_3649	OV986001.1	4041203	4042472	-	1270	747
PFLU_3650	OV986001.1	4042481	4043540	-	1060	112
PFLU_3651	OV986001.1	4043622	4044255	-	634	14
PFLU_3652	OV986001.1	4044378	4045791	+	1414	484
PFLU_3653	OV986001.1	4045959	4046700	+	742	193
PFLU_3654	OV986001.1	4046696	4048016	+	1321	137
PFLU_3655	OV986001.1	4048372	4049104	+	733	45
PFLU_3656	OV986001.1	4049096	4049792	+	697	31
PFLU_3657	OV986001.1	4049814	4050483	+	670	26
PFLU_3658	OV986001.1	4050705	4052121	+	1417	23
PFLU_3659	OV986001.1	4052301	4054377	-	2077	70
PFLU_3660	OV986001.1	4054373	4055144	-	772	2
PFLU_3661	OV986001.1	4055140	4055794	-	655	15
PFLU_3662	OV986001.1	4055806	4056919	-	1114	50
PFLU_3663	OV986001.1	4057007	4057292	-	286	16
PFLU_3664	OV986001.1	4057427	4058837	-	1411	12
PFLU_3665	OV986001.1	4058860	4059319	-	460	12
PFLU_3666	OV986001.1	4059324	4060533	-	1210	14
PFLU_3667	OV986001.1	4060532	4061510	-	979	8
PFLU_3668	OV986001.1	4061512	4062634	-	1123	27
PFLU_3669	OV986001.1	4062703	4063639	-	937	23
PFLU_3670	OV986001.1	4063635	4064214	-	580	21
PFLU_3671	OV986001.1	4064201	4065347	-	1147	47
PFLU_3672	OV986001.1	4065378	4066701	-	1324	31
PFLU_3673	OV986001.1	4066678	4067911	-	1234	35
PFLU_3674	OV986001.1	4067912	4068476	-	565	12
PFLU_3675	OV986001.1	4068495	4069797	-	1303	10
PFLU_3676	OV986001.1	4069805	4071143	-	1339	46
PFLU_3677	OV986001.1	4071216	4073439	-	2224	40
PFLU_3678	OV986001.1	4073619	4074060	-	442	48
PFLU_3679	OV986001.1	4074294	4074588	+	295	2
PFLU_3680	OV986001.1	4074584	4074917	+	334	3
PFLU_3681	OV986001.1	4074868	4075492	-	625	57
PFLU_3682	OV986001.1	4075779	4076862	+	1084	70
PFLU_3683	OV986001.1	4077105	4077900	-	796	161
PFLU_3684	OV986001.1	4078007	4078913	-	907	267
PFLU_3685	OV986001.1	4079130	4079742	+	613	84
PFLU_3686	OV986001.1	4079738	4081322	+	1585	176
PFLU_3689	OV986001.1	4082163	4083138	+	976	3
PFLU_3690	OV986001.1	4083150	4084515	+	1366	37
PFLU_3691	OV986001.1	4084511	4085195	+	685	7
PFLU_3692	OV986001.1	4085225	4086404	+	1180	9
PFLU_3693	OV986001.1	4086400	4087345	+	946	30
PFLU_3694	OV986001.1	4087445	4088219	-	775	8
PFLU_3695	OV986001.1	4088215	4088662	-	448	2
PFLU_3696	OV986001.1	4088677	4089370	-	694	12
PFLU_3697	OV986001.1	4089417	4091319	-	1903	20
PFLU_3698	OV986001.1	4091425	4093939	-	2515	5
PFLU_3699	OV986001.1	4094320	4095235	+	916	1
PFLU_3700	OV986001.1	4095236	4096274	+	1039	8
PFLU_3701	OV986001.1	4096260	4097142	-	883	141
PFLU_3702	OV986001.1	4097323	4097941	-	619	31
PFLU_3703	OV986001.1	4097969	4099808	-	1840	46
PFLU_3704	OV986001.1	4099804	4100395	-	592	2
PFLU_3705	OV986001.1	4100565	4101534	-	970	16
PFLU_3706	OV986001.1	4101684	4102593	-	910	22
PFLU_3707	OV986001.1	4102830	4103196	+	367	0
PFLU_3708	OV986001.1	4103253	4106016	+	2764	392
PFLU_3709	OV986001.1	4105962	4107486	-	1525	90
PFLU_3710	OV986001.1	4107581	4108538	-	958	175
PFLU_3711	OV986001.1	4108712	4109435	+	724	1
PFLU_3714	OV986001.1	4110137	4111097	-	961	58
PFLU_3715	OV986001.1	4111206	4111749	+	544	17
PFLU_3716	OV986001.1	4111759	4111960	-	202	44
PFLU_3717	OV986001.1	4112025	4112814	-	790	27
PFLU_3718	OV986001.1	4112807	4113818	-	1012	15
PFLU_3719	OV986001.1	4113783	4114842	-	1060	34
PFLU_3720	OV986001.1	4115058	4116384	-	1327	29
PFLU_3721	OV986001.1	4116380	4117319	-	940	40
PFLU_3722	OV986001.1	4117543	4118509	+	967	71
PFLU_3723	OV986001.1	4120014	4121490	-	1477	114
PFLU_3724	OV986001.1	4121495	4122428	-	934	42
PFLU_3725	OV986001.1	4122417	4123254	-	838	60
PFLU_3726	OV986001.1	4123617	4124625	+	1009	63
PFLU_3727	OV986001.1	4124675	4125608	+	934	35
PFLU_3728	OV986001.1	4125611	4127135	+	1525	19
PFLU_3729	OV986001.1	4127279	4128044	+	766	33
PFLU_3730	OV986001.1	4128061	4128862	+	802	43
PFLU_3731	OV986001.1	4128924	4129878	+	955	293
PFLU_3732	OV986001.1	4129899	4130823	+	925	646
PFLU_3733	OV986001.1	4130867	4131569	-	703	35
PFLU_3734	OV986001.1	4131671	4132856	-	1186	431
PFLU_3735	OV986001.1	4132985	4133348	-	364	361
PFLU_3736	OV986001.1	4133434	4134433	-	1000	1101
PFLU_3737	OV986001.1	4134507	4135308	+	802	102
PFLU_3738	OV986001.1	4135481	4136738	+	1258	72
PFLU_3739	OV986001.1	4136761	4137763	-	1003	21
PFLU_3740	OV986001.1	4137925	4138354	+	430	301
PFLU_3741	OV986001.1	4138566	4140309	-	1744	125
PFLU_3742	OV986001.1	4140341	4140617	-	277	11
PFLU_3743	OV986001.1	4140624	4141425	-	802	16
PFLU_3744	OV986001.1	4141435	4142302	-	868	4
PFLU_3745	OV986001.1	4142298	4143396	-	1099	4
PFLU_3746	OV986001.1	4143395	4144490	-	1096	9
PFLU_3747	OV986001.1	4144750	4146562	+	1813	91
PFLU_3748	OV986001.1	4146558	4147491	-	934	46
PFLU_3749	OV986001.1	4147487	4148030	-	544	14
PFLU_3750	OV986001.1	4149346	4151494	-	2149	61
PFLU_3752	OV986001.1	4151688	4151847	+	160	7
PFLU_3753	OV986001.1	4151852	4152479	+	628	201
PFLU_3754	OV986001.1	4152480	4153065	+	586	8
PFLU_3755	OV986001.1	4153319	4153589	-	271	21
PFLU_3756	OV986001.1	4153767	4154481	-	715	74
PFLU_3757	OV986001.1	4154761	4154998	-	238	12
PFLU_3758	OV986001.1	4154998	4155355	-	358	580
PFLU_3759	OV986001.1	4155838	4156237	+	400	152
PFLU_3760	OV986001.1	4156311	4157220	+	910	353
PFLU_3761	OV986001.1	4157739	4157994	-	256	3641
PFLU_3762	OV986001.1	4158553	4159423	+	871	472
PFLU_3763	OV986001.1	4159772	4160297	-	526	43
PFLU_3764	OV986001.1	4160516	4160888	-	373	31
PFLU_3765	OV986001.1	4161671	4162121	+	451	104
PFLU_3765A	OV986001.1	4162190	4163006	+	817	128
PFLU_3766	OV986001.1	4163031	4163181	+	151	10
PFLU_3767	OV986001.1	4163717	4164389	+	673	2950
PFLU_3768	OV986001.1	4164465	4165485	-	1021	632
PFLU_3769	OV986001.1	4165481	4165946	-	466	145
PFLU_3770	OV986001.1	4165945	4166710	-	766	915
PFLU_3771	OV986001.1	4166706	4166892	-	187	593
PFLU_3772	OV986001.1	4166916	4167927	-	1012	858
PFLU_3773	OV986001.1	4167926	4168355	-	430	533
PFLU_3774	OV986001.1	4168351	4168987	-	637	576
PFLU_3775	OV986001.1	4169070	4171296	-	2227	45
PFLU_3776	OV986001.1	4171431	4171947	+	517	107
PFLU_3777	OV986001.1	4172379	4175133	+	2755	1123
PFLU_3778	OV986001.1	4175224	4176214	+	991	196
PFLU_3779	OV986001.1	4176285	4176726	+	442	199
PFLU_3780	OV986001.1	4176722	4177127	+	406	96
PFLU_3781	OV986001.1	4177206	4177668	-	463	616
PFLU_3782	OV986001.1	4177783	4178137	+	355	288
PFLU_3783	OV986001.1	4178133	4178748	+	616	357
PFLU_3784	OV986001.1	4178731	4179151	+	421	304
PFLU_3785	OV986001.1	4179266	4179938	-	673	210
PFLU_3786	OV986001.1	4180005	4180830	-	826	397
PFLU_3787	OV986001.1	4181200	4181803	+	604	28
PFLU_3788	OV986001.1	4181931	4182426	+	496	179
PFLU_3789	OV986001.1	4182516	4183692	-	1177	208
PFLU_3790	OV986001.1	4183850	4184243	+	394	108
PFLU_3791	OV986001.1	4184244	4184595	+	352	41
PFLU_3792	OV986001.1	4184594	4184873	+	280	23
PFLU_3793	OV986001.1	4184869	4185205	+	337	93
PFLU_3794	OV986001.1	4185201	4186203	+	1003	480
PFLU_3795	OV986001.1	4186291	4187287	+	997	178
PFLU_3796	OV986001.1	4187456	4188851	-	1396	2885
PFLU_3797	OV986001.1	4188851	4190132	-	1282	2455
PFLU_3798	OV986001.1	4190148	4190523	-	376	198
PFLU_3799	OV986001.1	4190522	4191845	-	1324	1516
PFLU_3800	OV986001.1	4191868	4192492	-	625	1227
PFLU_3801	OV986001.1	4192546	4194955	-	2410	2721
PFLU_3802	OV986001.1	4195451	4196132	+	682	180
PFLU_3803	OV986001.1	4196187	4196895	+	709	696
PFLU_3804	OV986001.1	4196995	4197214	+	220	686
PFLU_3805	OV986001.1	4197397	4199668	-	2272	13592
PFLU_3806	OV986001.1	4199697	4200066	-	370	2040
PFLU_3807	OV986001.1	4200291	4200567	+	277	85
PFLU_3808	OV986001.1	4200648	4201905	-	1258	1898
PFLU_3809	OV986001.1	4202398	4204624	+	2227	12882
PFLU_3810	OV986001.1	4204849	4205296	+	448	47
PFLU_3811	OV986001.1	4205355	4206480	+	1126	915
PFLU_3812	OV986001.1	4206476	4207100	+	625	365
PFLU_3813	OV986001.1	4207225	4208596	+	1372	2023
PFLU_3814	OV986001.1	4208680	4209847	+	1168	1470
PFLU_3815	OV986001.1	4209833	4210262	+	430	295
PFLU_3816	OV986001.1	4210491	4211229	+	739	83
PFLU_3817	OV986001.1	4211718	4213044	+	1327	662
PFLU_3818	OV986001.1	4213613	4214027	+	415	1277
PFLU_3819	OV986001.1	4214037	4214712	+	676	9791
PFLU_3820	OV986001.1	4214784	4216569	+	1786	13080
PFLU_3821	OV986001.1	4216571	4217069	+	499	1742
PFLU_3822	OV986001.1	4217065	4218421	+	1357	6798
PFLU_3823	OV986001.1	4218557	4221272	+	2716	17336
PFLU_3824	OV986001.1	4221268	4222276	+	1009	4650
PFLU_3825	OV986001.1	4222287	4222836	+	550	2326
PFLU_3826	OV986001.1	4222845	4223349	+	505	1160
PFLU_3827	OV986001.1	4223351	4223660	+	310	542
PFLU_3828	OV986001.1	4223656	4225510	+	1855	9153
PFLU_3829	OV986001.1	4225550	4227083	+	1534	7160
PFLU_3830	OV986001.1	4227090	4228554	+	1465	5487
PFLU_3831	OV986001.1	4228741	4229143	+	403	38
PFLU_3832	OV986001.1	4229132	4229447	+	316	30
PFLU_3833	OV986001.1	4229507	4230260	-	754	4160
PFLU_3834	OV986001.1	4230393	4231221	-	829	151
PFLU_3835	OV986001.1	4231341	4231578	+	238	8
PFLU_3836	OV986001.1	4231659	4231860	-	202	38
PFLU_3836A	OV986001.1	4231915	4232155	+	241	4
PFLU_3838	OV986001.1	4232151	4232706	+	556	134
PFLU_3839	OV986001.1	4232766	4233897	-	1132	119
PFLU_3840	OV986001.1	4233967	4235332	-	1366	91
PFLU_3841	OV986001.1	4235418	4235805	-	388	4
PFLU_3842	OV986001.1	4236038	4236560	-	523	130
PFLU_3843	OV986001.1	4236617	4237493	-	877	394
PFLU_3844	OV986001.1	4237631	4239248	+	1618	1635
PFLU_3845	OV986001.1	4239288	4240350	+	1063	610
PFLU_3846	OV986001.1	4240531	4241290	-	760	1027
PFLU_3847	OV986001.1	4241678	4242356	+	679	287
PFLU_3848	OV986001.1	4242352	4243570	+	1219	156
PFLU_3849	OV986001.1	4243562	4245041	+	1480	165
PFLU_3850	OV986001.1	4245030	4246275	+	1246	233
PFLU_3851	OV986001.1	4246317	4247712	-	1396	230
PFLU_3852	OV986001.1	4247724	4248492	-	769	28
PFLU_3853	OV986001.1	4248495	4249836	-	1342	12
PFLU_3854	OV986001.1	4249854	4250904	-	1051	2
PFLU_3855	OV986001.1	4250908	4251790	-	883	8
PFLU_3856	OV986001.1	4251786	4252560	-	775	0
PFLU_3857	OV986001.1	4252556	4253459	-	904	3
PFLU_3858	OV986001.1	4253571	4255008	-	1438	10
PFLU_3859	OV986001.1	4255004	4255331	-	328	0
PFLU_3860	OV986001.1	4255344	4256610	-	1267	24
PFLU_3861	OV986001.1	4256696	4257272	-	577	96
PFLU_3862	OV986001.1	4257352	4258282	+	931	223
PFLU_3864	OV986001.1	4258462	4261383	+	2922	982
PFLU_3865	OV986001.1	4261382	4261727	+	346	117
PFLU_3866	OV986001.1	4261732	4263406	+	1675	396
PFLU_3867	OV986001.1	4263402	4263891	+	490	62
PFLU_3868	OV986001.1	4263887	4264166	+	280	49
PFLU_3868A	OV986001.1	4264165	4264501	+	337	135
PFLU_3870	OV986001.1	4264594	4265092	+	499	301
PFLU_3871	OV986001.1	4265622	4267011	-	1390	5338
PFLU_3872	OV986001.1	4267026	4268727	-	1702	5962
PFLU_3873	OV986001.1	4268970	4269480	+	511	2669
PFLU_3874	OV986001.1	4269476	4270226	+	751	508
PFLU_3875	OV986001.1	4270379	4271909	-	1531	231
PFLU_3876	OV986001.1	4271908	4273111	-	1204	409
PFLU_3877	OV986001.1	4273126	4274578	-	1453	180
PFLU_3878	OV986001.1	4274574	4275048	-	475	59
PFLU_3879	OV986001.1	4275191	4278866	-	3676	1760
PFLU_3880	OV986001.1	4278862	4280590	-	1729	871
PFLU_3881	OV986001.1	4280654	4281305	-	652	147
PFLU_3882	OV986001.1	4281473	4282286	+	814	629
PFLU_3883	OV986001.1	4282424	4283756	+	1333	109
PFLU_3884	OV986001.1	4283876	4285106	-	1231	237
PFLU_3885	OV986001.1	4285257	4286193	+	937	675
PFLU_3886	OV986001.1	4286401	4286794	+	394	131
PFLU_3887	OV986001.1	4286810	4287710	+	901	196
PFLU_3888	OV986001.1	4288323	4289961	-	1639	378
PFLU_3889	OV986001.1	4290101	4291274	+	1174	858
PFLU_3890	OV986001.1	4291285	4292893	+	1609	284
PFLU_3891	OV986001.1	4292908	4293715	+	808	72
PFLU_3892	OV986001.1	4293711	4295637	+	1927	253
PFLU_3893	OV986001.1	4295633	4296266	-	634	55
PFLU_3894	OV986001.1	4296396	4296747	+	352	139
PFLU_3895	OV986001.1	4297179	4298367	+	1189	506
PFLU_3896	OV986001.1	4298496	4299036	-	541	23
PFLU_3897	OV986001.1	4299032	4300115	-	1084	177
PFLU_3898	OV986001.1	4300264	4300789	+	526	89
PFLU_3899	OV986001.1	4300785	4301523	+	739	33
PFLU_3900	OV986001.1	4301519	4302497	-	979	213
PFLU_3901	OV986001.1	4302487	4304875	-	2389	666
PFLU_3902	OV986001.1	4304916	4305705	-	790	639
PFLU_3903	OV986001.1	4305730	4306219	-	490	350
PFLU_3904	OV986001.1	4306221	4306773	-	553	298
PFLU_3905	OV986001.1	4306782	4307325	-	544	465
PFLU_3906	OV986001.1	4307318	4307843	-	526	1654
PFLU_3907	OV986001.1	4308031	4309126	+	1096	118
PFLU_3908	OV986001.1	4309150	4310458	+	1309	329
PFLU_3909	OV986001.1	4311406	4312114	-	709	1197
PFLU_3910	OV986001.1	4312214	4313072	-	859	126
PFLU_3911	OV986001.1	4313183	4314287	+	1105	50
PFLU_3912	OV986001.1	4314316	4315144	+	829	40
PFLU_3913	OV986001.1	4315258	4315816	+	559	1154
PFLU_3914	OV986001.1	4315805	4316690	-	886	115
PFLU_3915	OV986001.1	4316747	4318787	-	2041	263
PFLU_3916	OV986001.1	4318999	4320130	+	1132	774
PFLU_3917	OV986001.1	4320126	4321155	+	1030	197
PFLU_3918	OV986001.1	4321476	4322493	+	1018	23
PFLU_3919	OV986001.1	4322707	4323178	-	472	32
PFLU_3920	OV986001.1	4323323	4325984	+	2662	87
PFLU_3921	OV986001.1	4325985	4326768	-	784	538
PFLU_3922	OV986001.1	4326857	4327757	-	901	137
PFLU_3923	OV986001.1	4327875	4329081	+	1207	15
PFLU_3924	OV986001.1	4329027	4329525	-	499	84
PFLU_3925	OV986001.1	4329649	4331524	-	1876	8602
PFLU_3926	OV986001.1	4331755	4332028	-	274	3877
PFLU_3927	OV986001.1	4332177	4334574	-	2398	9705
PFLU_3928	OV986001.1	4334748	4336032	-	1285	22408
PFLU_3929	OV986001.1	4336144	4336780	-	637	8317
PFLU_3930	OV986001.1	4336871	4338182	-	1312	12033
PFLU_3931	OV986001.1	4339340	4340195	+	856	491
PFLU_3932	OV986001.1	4340402	4341326	+	925	175
PFLU_3933	OV986001.1	4341390	4342053	-	664	253
PFLU_3934	OV986001.1	4342218	4342425	+	208	43
PFLU_3935	OV986001.1	4342421	4342832	-	412	0
PFLU_3936	OV986001.1	4343028	4346250	+	3223	10
PFLU_3937	OV986001.1	4346239	4347409	+	1171	19
PFLU_3938	OV986001.1	4347392	4348811	+	1420	12
PFLU_3939	OV986001.1	4349039	4349498	+	460	25
PFLU_3940	OV986001.1	4349603	4350887	-	1285	157
PFLU_3941	OV986001.1	4350965	4352453	-	1489	76
PFLU_3942	OV986001.1	4353044	4354484	+	1441	779
PFLU_3943	OV986001.1	4354614	4355982	+	1369	475
PFLU_3944	OV986001.1	4355981	4357256	+	1276	396
PFLU_3945	OV986001.1	4357376	4358036	-	661	906
PFLU_3946	OV986001.1	4358113	4358479	+	367	910
PFLU_3947	OV986001.1	4358482	4359340	+	859	180
PFLU_3948	OV986001.1	4359503	4360766	+	1264	15
PFLU_3949	OV986001.1	4360996	4361815	+	820	39
PFLU_3950	OV986001.1	4361845	4362721	+	877	33
PFLU_3951	OV986001.1	4362772	4363735	+	964	0
PFLU_3952	OV986001.1	4363799	4364327	+	529	0
PFLU_3953	OV986001.1	4364328	4365609	+	1282	7
PFLU_3954	OV986001.1	4365605	4366505	+	901	8
PFLU_3955	OV986001.1	4366581	4367733	-	1153	280
PFLU_3956	OV986001.1	4367729	4369376	-	1648	2520
PFLU_3958	OV986001.1	4369561	4371052	-	1492	1439
PFLU_3959	OV986001.1	4371223	4372030	-	808	61
PFLU_3960	OV986001.1	4372030	4373275	-	1246	593
PFLU_3961	OV986001.1	4373442	4374306	+	865	1079
PFLU_3962	OV986001.1	4374363	4375989	-	1627	316
PFLU_3963	OV986001.1	4376168	4376651	-	484	288
PFLU_3964	OV986001.1	4376845	4378081	+	1237	2162
PFLU_3965	OV986001.1	4378121	4379141	+	1021	896
PFLU_3966	OV986001.1	4379141	4380401	+	1261	808
PFLU_3967	OV986001.1	4380404	4381784	+	1381	719
PFLU_3968	OV986001.1	4381988	4383008	+	1021	4478
PFLU_3969	OV986001.1	4383080	4383974	-	895	277
PFLU_3970	OV986001.1	4384244	4385291	+	1048	733
PFLU_3971	OV986001.1	4385403	4385910	+	508	348
PFLU_3971A	OV986001.1	4386051	4386996	-	946	3
PFLU_3973	OV986001.1	4387234	4388074	-	841	54
PFLU_3974	OV986001.1	4388064	4389285	-	1222	96
PFLU_3975	OV986001.1	4389395	4390733	-	1339	8
PFLU_3976	OV986001.1	4390852	4391335	-	484	36
PFLU_3977	OV986001.1	4391592	4392762	+	1171	13
PFLU_3978	OV986001.1	4392763	4394734	+	1972	10
PFLU_3979	OV986001.1	4394726	4396130	+	1405	19
PFLU_3980	OV986001.1	4396234	4396984	+	751	2
PFLU_3981	OV986001.1	4397091	4397859	+	769	86
PFLU_3982	OV986001.1	4398085	4399288	+	1204	50
PFLU_3983	OV986001.1	4399345	4400206	+	862	5
PFLU_3984	OV986001.1	4400207	4401218	+	1012	13
PFLU_3985	OV986001.1	4401214	4401964	+	751	18
PFLU_3986	OV986001.1	4401963	4402659	+	697	28
PFLU_3987	OV986001.1	4402672	4403941	+	1270	63
PFLU_3988	OV986001.1	4403937	4405344	+	1408	34
PFLU_3989	OV986001.1	4406444	4407308	+	865	75
PFLU_3990	OV986001.1	4407366	4408371	+	1006	354
PFLU_3991	OV986001.1	4408367	4409093	-	727	4
PFLU_3992	OV986001.1	4409230	4410763	-	1534	15
PFLU_3993	OV986001.1	4410765	4411845	-	1081	14
PFLU_3994	OV986001.1	4411867	4412860	-	994	8
PFLU_3995	OV986001.1	4412825	4414334	-	1510	10
PFLU_3996	OV986001.1	4414397	4415321	-	925	21
PFLU_3997	OV986001.1	4415636	4416314	+	679	33
PFLU_3998	OV986001.1	4416310	4417408	+	1099	19
PFLU_3999	OV986001.1	4417468	4418980	-	1513	3584
PFLU_4000	OV986001.1	4419093	4420164	-	1072	116
PFLU_4001	OV986001.1	4420147	4422610	-	2464	240
PFLU_4002	OV986001.1	4422611	4423280	-	670	159
PFLU_4003	OV986001.1	4423548	4424229	+	682	2
PFLU_4004	OV986001.1	4424404	4426060	+	1657	577
PFLU_4005	OV986001.1	4426059	4427580	+	1522	295
PFLU_4006	OV986001.1	4427580	4428507	-	928	65
PFLU_4007	OV986001.1	4428719	4435016	-	6298	374
PFLU_4008	OV986001.1	4435430	4436225	+	796	304
PFLU_4009	OV986001.1	4436248	4437679	+	1432	249
PFLU_4010	OV986001.1	4437832	4438765	-	934	323
PFLU_4011	OV986001.1	4439052	4439844	-	793	159
PFLU_4012	OV986001.1	4439840	4440518	-	679	62
PFLU_4013	OV986001.1	4440649	4441726	+	1078	208
PFLU_4014	OV986001.1	4441814	4442057	+	244	57
PFLU_4015	OV986001.1	4442162	4442996	-	835	29
PFLU_4016	OV986001.1	4443055	4443793	-	739	8
PFLU_4017	OV986001.1	4443807	4444551	-	745	10
PFLU_4018	OV986001.1	4444557	4445259	-	703	11
PFLU_4019	OV986001.1	4445369	4446122	-	754	27
PFLU_4020	OV986001.1	4446216	4446990	-	775	10
PFLU_4021	OV986001.1	4446986	4447379	-	394	0
PFLU_4022	OV986001.1	4447375	4448350	-	976	7
PFLU_4023	OV986001.1	4448346	4449003	-	658	15
PFLU_4024	OV986001.1	4448999	4450352	-	1354	26
PFLU_4025	OV986001.1	4450385	4450799	-	415	7
PFLU_4026	OV986001.1	4450913	4451819	-	907	10
PFLU_4027	OV986001.1	4452453	4453662	+	1210	14
PFLU_4028	OV986001.1	4453671	4455222	+	1552	30
PFLU_4029	OV986001.1	4455284	4456616	+	1333	34
PFLU_4030	OV986001.1	4456734	4457592	+	859	61
PFLU_4031	OV986001.1	4457686	4458514	+	829	45
PFLU_4032	OV986001.1	4458510	4459341	+	832	41
PFLU_4033	OV986001.1	4459362	4460751	+	1390	45
PFLU_4034	OV986001.1	4460874	4461363	-	490	287
PFLU_4035	OV986001.1	4461408	4462053	-	646	25
PFLU_4036	OV986001.1	4462101	4463406	-	1306	118
PFLU_4037	OV986001.1	4463589	4464516	+	928	32
PFLU_4038	OV986001.1	4465318	4466404	-	1087	23
PFLU_4039	OV986001.1	4466424	4467885	-	1462	13
PFLU_4040	OV986001.1	4468002	4469160	-	1159	67
PFLU_4041	OV986001.1	4469159	4470311	-	1153	65
PFLU_4042	OV986001.1	4470307	4471687	-	1381	116
PFLU_4043	OV986001.1	4471668	4471977	-	310	28
PFLU_4044	OV986001.1	4471973	4473815	-	1843	257
PFLU_4045	OV986001.1	4473816	4474692	-	877	49
PFLU_4046	OV986001.1	4474688	4475645	-	958	100
PFLU_4047	OV986001.1	4475658	4477296	-	1639	199
PFLU_4048	OV986001.1	4477391	4478666	-	1276	153
PFLU_4049	OV986001.1	4478688	4479357	-	670	157
PFLU_4050	OV986001.1	4480621	4481473	+	853	94
PFLU_4051	OV986001.1	4481496	4482210	+	715	37
PFLU_4052	OV986001.1	4482211	4483096	-	886	68
PFLU_4053	OV986001.1	4483191	4484328	+	1138	6
PFLU_4054	OV986001.1	4484350	4485502	+	1153	33
PFLU_4055	OV986001.1	4485498	4486344	+	847	35
PFLU_4056	OV986001.1	4486673	4488137	+	1465	227
PFLU_4057	OV986001.1	4488351	4488840	-	490	6
PFLU_4058	OV986001.1	4489027	4489942	+	916	25
PFLU_4059	OV986001.1	4489938	4490445	+	508	86
PFLU_4060	OV986001.1	4490449	4491784	-	1336	32
PFLU_4061	OV986001.1	4491949	4492723	-	775	87
PFLU_4062	OV986001.1	4492733	4493144	-	412	42
PFLU_4063	OV986001.1	4493443	4493821	+	379	21
PFLU_4064	OV986001.1	4493881	4494316	-	436	7
PFLU_4065	OV986001.1	4494327	4495911	-	1585	14
PFLU_4066	OV986001.1	4495923	4496847	-	925	10
PFLU_4067	OV986001.1	4496865	4497639	-	775	16
PFLU_4068	OV986001.1	4497631	4498624	-	994	15
PFLU_4069	OV986001.1	4498613	4501013	-	2401	9
PFLU_4070	OV986001.1	4502198	4504421	-	2224	167
PFLU_4071	OV986001.1	4504417	4504942	-	526	12
PFLU_4072	OV986001.1	4504938	4505550	-	613	12
PFLU_4073	OV986001.1	4505524	4506544	-	1021	26
PFLU_4074	OV986001.1	4506540	4507266	-	727	6
PFLU_4075	OV986001.1	4507262	4507892	-	631	13
PFLU_4076	OV986001.1	4507888	4508251	-	364	11
PFLU_4077	OV986001.1	4508247	4508679	-	433	11
PFLU_4078	OV986001.1	4508688	4509114	-	427	37
PFLU_4079	OV986001.1	4509134	4510337	-	1204	38
PFLU_4080	OV986001.1	4510333	4512064	-	1732	129
PFLU_4081	OV986001.1	4512219	4512498	-	280	108
PFLU_4082	OV986001.1	4512921	4515702	+	2782	70
PFLU_4083	OV986001.1	4515773	4516394	-	622	215
PFLU_4084	OV986001.1	4516456	4517497	-	1042	145
PFLU_4085	OV986001.1	4517707	4519900	+	2194	33
PFLU_4086	OV986001.1	4519902	4521234	+	1333	75
PFLU_4087	OV986001.1	4521230	4522163	+	934	45
PFLU_4088	OV986001.1	4522276	4523068	-	793	215
PFLU_4089	OV986001.1	4523072	4524041	-	970	111
PFLU_4090	OV986001.1	4524037	4525027	-	991	49
PFLU_4091	OV986001.1	4525029	4525950	-	922	324
PFLU_4093	OV986001.1	4526492	4528898	-	2407	126
PFLU_4094	OV986001.1	4528989	4529472	-	484	90
PFLU_4095	OV986001.1	4529593	4530994	+	1402	20
PFLU_4096	OV986001.1	4531000	4532611	-	1612	137
