Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	RefSeq
C3K2H0	unreviewed	C3K2H0_PSEFS	Transport-related membrane protein	PFLU_5368	Pseudomonas fluorescens (strain SBW25)	444	WP_015886016.1;
C3K2H1	unreviewed	C3K2H1_PSEFS	Membrane protein	PFLU_5369	Pseudomonas fluorescens (strain SBW25)	292	WP_015886017.1;
C3K2H2	unreviewed	C3K2H2_PSEFS	Type IV secretion system putative lipoprotein virB7	PFLU_5370	Pseudomonas fluorescens (strain SBW25)	137	WP_015886018.1;
C3K2H3	unreviewed	C3K2H3_PSEFS	Metallopeptidase	PFLU_5371	Pseudomonas fluorescens (strain SBW25)	295	
C3K2H4	unreviewed	C3K2H4_PSEFS	Exported protein	PFLU_5372	Pseudomonas fluorescens (strain SBW25)	329	WP_015886020.1;
C3K2H5	unreviewed	C3K2H5_PSEFS	Hydrolase	PFLU_5373	Pseudomonas fluorescens (strain SBW25)	199	WP_015886021.1;
C3K2H7	unreviewed	C3K2H7_PSEFS	Acetyltransferase	PFLU_5375	Pseudomonas fluorescens (strain SBW25)	189	WP_015886023.1;
C3K2H8	unreviewed	C3K2H8_PSEFS	Histone deacetylase family protein	PFLU_5376	Pseudomonas fluorescens (strain SBW25)	306	WP_015886024.1;
C3K2H9	unreviewed	C3K2H9_PSEFS	BaiN-like insert domain-containing protein	PFLU_5377	Pseudomonas fluorescens (strain SBW25)	408	WP_015886025.1;
C3K2I1	unreviewed	C3K2I1_PSEFS	Membrane protein	PFLU_5379	Pseudomonas fluorescens (strain SBW25)	298	
C3K2I2	unreviewed	C3K2I2_PSEFS	AsnC-family regulatory protein	PFLU_5380	Pseudomonas fluorescens (strain SBW25)	153	WP_015886028.1;
C3K2I3	unreviewed	C3K2I3_PSEFS	Acyl carrier protein	PFLU_5381	Pseudomonas fluorescens (strain SBW25)	87	WP_015886029.1;
C3K2I4	unreviewed	C3K2I4_PSEFS	Membrane protein	PFLU_5382	Pseudomonas fluorescens (strain SBW25)	49	
C3K2I5	unreviewed	C3K2I5_PSEFS	DUF3077 domain-containing protein	PFLU_5383	Pseudomonas fluorescens (strain SBW25)	98	WP_015886031.1;
C3K2I6	unreviewed	C3K2I6_PSEFS	Exonuclease	PFLU_5384	Pseudomonas fluorescens (strain SBW25)	203	WP_015886032.1;
C3K2I7	unreviewed	C3K2I7_PSEFS	NYN domain-containing protein	PFLU_5385	Pseudomonas fluorescens (strain SBW25)	158	WP_015886033.1;
C3K2I8	unreviewed	C3K2I8_PSEFS	ABC transporter substrate-binding protein	PFLU_5386	Pseudomonas fluorescens (strain SBW25)	248	WP_015886034.1;
C3K2I9	unreviewed	C3K2I9_PSEFS	Membrane protein	PFLU_5387	Pseudomonas fluorescens (strain SBW25)	219	WP_015886035.1;
C3K2J0	unreviewed	C3K2J0_PSEFS	Exported protein	PFLU_5388	Pseudomonas fluorescens (strain SBW25)	362	WP_015886036.1;
C3K2J1	unreviewed	C3K2J1_PSEFS	ATP-dependent RNA helicase (EC 3.6.1.-)	hrpB PFLU_5389	Pseudomonas fluorescens (strain SBW25)	836	WP_015886037.1;
C3K2J2	unreviewed	C3K2J2_PSEFS	Membrane protein	PFLU_5390	Pseudomonas fluorescens (strain SBW25)	153	
C3K2J4	unreviewed	C3K2J4_PSEFS	Exported protein	PFLU_5392	Pseudomonas fluorescens (strain SBW25)	361	
C3K2J5	unreviewed	C3K2J5_PSEFS	AsnC-family regulatory protein	PFLU_5393	Pseudomonas fluorescens (strain SBW25)	159	WP_003176264.1;
C3K2J6	unreviewed	C3K2J6_PSEFS	Membrane protein	PFLU_5394	Pseudomonas fluorescens (strain SBW25)	72	
C3K2J9	unreviewed	C3K2J9_PSEFS	Dehydrogenase	PFLU_5397	Pseudomonas fluorescens (strain SBW25)	559	
C3K2K4	unreviewed	C3K2K4_PSEFS	Exported protein	PFLU_5402	Pseudomonas fluorescens (strain SBW25)	184	WP_015886048.1;
C3K2K5	unreviewed	C3K2K5_PSEFS	DUF1820 family protein	PFLU_5403	Pseudomonas fluorescens (strain SBW25)	108	WP_003194436.1;
C3K2K7	unreviewed	C3K2K7_PSEFS	PhoH-like protein	PFLU_5405	Pseudomonas fluorescens (strain SBW25)	334	WP_015886050.1;
C3K2K9	unreviewed	C3K2K9_PSEFS	Magnesium and cobalt efflux protein CorC	corC PFLU_5407	Pseudomonas fluorescens (strain SBW25)	279	WP_010206772.1;
C3K2L1	unreviewed	C3K2L1_PSEFS	DUF218 domain-containing protein	PFLU_5409	Pseudomonas fluorescens (strain SBW25)	253	WP_015886053.1;
C3K2L5	unreviewed	C3K2L5_PSEFS	Lipoyl synthase	PFLU_5413	Pseudomonas fluorescens (strain SBW25)	54	
C3K2L6	unreviewed	C3K2L6_PSEFS	Lipoprotein	PFLU_5414	Pseudomonas fluorescens (strain SBW25)	441	WP_015886057.1;
C3K2L7	unreviewed	C3K2L7_PSEFS	Muramoyltetrapeptide carboxypeptidase	PFLU_5415	Pseudomonas fluorescens (strain SBW25)	306	WP_015886058.1;
C3K2M3	unreviewed	C3K2M3_PSEFS	Peptidoglycan-related protein	PFLU_5421	Pseudomonas fluorescens (strain SBW25)	336	
C3K2N0	unreviewed	C3K2N0_PSEFS	Putative 3-methyladenine DNA glycosylase (EC 3.2.2.-)	PFLU_5428	Pseudomonas fluorescens (strain SBW25)	227	WP_015886069.1;
C3K2N1	unreviewed	C3K2N1_PSEFS	Membrane protein	PFLU_5429	Pseudomonas fluorescens (strain SBW25)	438	WP_015886070.1;
C3K2N2	unreviewed	C3K2N2_PSEFS	Uncharacterized protein	PFLU_5430	Pseudomonas fluorescens (strain SBW25)	73	
C3K2N3	unreviewed	C3K2N3_PSEFS	Protease	PFLU_5431	Pseudomonas fluorescens (strain SBW25)	196	WP_015886072.1;
C3K2N4	unreviewed	C3K2N4_PSEFS	Membrane protein	PFLU_5432	Pseudomonas fluorescens (strain SBW25)	238	WP_015886073.1;
C3K2N5	unreviewed	C3K2N5_PSEFS	Membrane protein	PFLU_5433	Pseudomonas fluorescens (strain SBW25)	117	WP_015886074.1;
C3K2N6	unreviewed	C3K2N6_PSEFS	MaoC-like domain-containing protein	PFLU_5434	Pseudomonas fluorescens (strain SBW25)	151	WP_003194496.1;
C3K2N7	unreviewed	C3K2N7_PSEFS	Conserved hypothetical lipoprotein	PFLU_5435	Pseudomonas fluorescens (strain SBW25)	572	WP_015886075.1;
C3K2N8	unreviewed	C3K2N8_PSEFS	Semialdhyde_dh domain-containing protein	PFLU_5436	Pseudomonas fluorescens (strain SBW25)	213	WP_015886076.1;
C3K2N9	unreviewed	C3K2N9_PSEFS	Lipoprotein	PFLU_5437	Pseudomonas fluorescens (strain SBW25)	94	WP_015886077.1;
C3K2P2	unreviewed	C3K2P2_PSEFS	Regulatory protein	PFLU_5440	Pseudomonas fluorescens (strain SBW25)	635	WP_015886080.1;
C3K2P3	unreviewed	C3K2P3_PSEFS	Aldehyde dehydrigenase	PFLU_5441	Pseudomonas fluorescens (strain SBW25)	506	
C3K2P4	unreviewed	C3K2P4_PSEFS	Transport-related membrane protein	PFLU_5442	Pseudomonas fluorescens (strain SBW25)	477	
C3K2P7	unreviewed	C3K2P7_PSEFS	Acetyltransferase	PFLU_5445	Pseudomonas fluorescens (strain SBW25)	152	WP_015886085.1;
C3K2P8	unreviewed	C3K2P8_PSEFS	Membrane-related protein DedA	dedA PFLU_5446	Pseudomonas fluorescens (strain SBW25)	221	
C3K2P9	unreviewed	C3K2P9_PSEFS	Zinc-dependent peptidase	PFLU_5447	Pseudomonas fluorescens (strain SBW25)	271	WP_015886087.1;
C3K2Q1	unreviewed	C3K2Q1_PSEFS	Regulatory protein	PFLU_5449	Pseudomonas fluorescens (strain SBW25)	258	
C3K2Q2	unreviewed	C3K2Q2_PSEFS	Uncharacterized protein	PFLU_5453	Pseudomonas fluorescens (strain SBW25)	136	
C3K2Q3	unreviewed	C3K2Q3_PSEFS	Hydrolase	PFLU_5454	Pseudomonas fluorescens (strain SBW25)	210	
C3K2Q4	unreviewed	C3K2Q4_PSEFS	histidine kinase (EC 2.7.13.3)	PFLU_5455	Pseudomonas fluorescens (strain SBW25)	439	
C3K2Q5	unreviewed	C3K2Q5_PSEFS	Nuclease YhcG	PFLU_5456	Pseudomonas fluorescens (strain SBW25)	360	WP_015886092.1;
C3K2Q6	unreviewed	C3K2Q6_PSEFS	Flavodoxin_2 domain-containing protein	PFLU_5457	Pseudomonas fluorescens (strain SBW25)	234	
C3K2Q7	unreviewed	C3K2Q7_PSEFS	MerR-family regulatory protein	PFLU_5458	Pseudomonas fluorescens (strain SBW25)	126	WP_015886094.1;
C3K2Q8	unreviewed	C3K2Q8_PSEFS	Cell division-related protein	PFLU_5459	Pseudomonas fluorescens (strain SBW25)	379	WP_015886095.1;
C3K2R2	unreviewed	C3K2R2_PSEFS	TonB-dependent receptor exported protein	PFLU_5463	Pseudomonas fluorescens (strain SBW25)	631	WP_015886098.1;
C3K2R3	unreviewed	C3K2R3_PSEFS	Exported protein	PFLU_5464	Pseudomonas fluorescens (strain SBW25)	262	WP_015886099.1;
C3K2R4	unreviewed	C3K2R4_PSEFS	Membrane protein	PFLU_5465	Pseudomonas fluorescens (strain SBW25)	139	WP_015886100.1;
C3K2R6	unreviewed	C3K2R6_PSEFS	PBPb domain-containing protein	PFLU_5467	Pseudomonas fluorescens (strain SBW25)	242	WP_015886102.1;
C3K2S4	unreviewed	C3K2S4_PSEFS	Lipoprotein	PFLU_5475	Pseudomonas fluorescens (strain SBW25)	151	WP_015886109.1;
C3K2S5	unreviewed	C3K2S5_PSEFS	Methyltransferase	PFLU_5476	Pseudomonas fluorescens (strain SBW25)	218	WP_015886110.1;
C3K2S6	unreviewed	C3K2S6_PSEFS	Thioredoxin	PFLU_5477	Pseudomonas fluorescens (strain SBW25)	290	
C3K2S7	unreviewed	C3K2S7_PSEFS	Uncharacterized protein	PFLU_5478	Pseudomonas fluorescens (strain SBW25)	115	WP_015886112.1;
C3K2S8	unreviewed	C3K2S8_PSEFS	Zinc-binding protein	PFLU_5479	Pseudomonas fluorescens (strain SBW25)	196	WP_015886113.1;
C3K2S9	unreviewed	C3K2S9_PSEFS	ABC transport system, ATP-binding protein	PFLU_5480	Pseudomonas fluorescens (strain SBW25)	236	WP_015886114.1;
C3K2T0	unreviewed	C3K2T0_PSEFS	ABC transport system, membrane protein	PFLU_5481	Pseudomonas fluorescens (strain SBW25)	421	WP_015886115.1;
C3K2T1	unreviewed	C3K2T1_PSEFS	Lipoprotein	PFLU_5482	Pseudomonas fluorescens (strain SBW25)	173	WP_015886116.1;
C3K2T2	unreviewed	C3K2T2_PSEFS	ABC transport system, outer membrane exported protein	PFLU_5483	Pseudomonas fluorescens (strain SBW25)	232	WP_015886117.1;
C3K2T4	unreviewed	C3K2T4_PSEFS	ATP-dependent helicase	PFLU_5485	Pseudomonas fluorescens (strain SBW25)	1419	WP_015886119.1;
C3K2T5	unreviewed	C3K2T5_PSEFS	Transport-related membrane protein	PFLU_5486	Pseudomonas fluorescens (strain SBW25)	748	
C3K2T6	unreviewed	C3K2T6_PSEFS	Endonuclease	PFLU_5487	Pseudomonas fluorescens (strain SBW25)	259	WP_015886121.1;
C3K2T8	unreviewed	C3K2T8_PSEFS	Membrane protein	PFLU_5489	Pseudomonas fluorescens (strain SBW25)	318	WP_015886123.1;
C3K2T9	unreviewed	C3K2T9_PSEFS	Peptidase_S9 domain-containing protein	PFLU_5490	Pseudomonas fluorescens (strain SBW25)	251	WP_015886124.1;
C3K2U0	unreviewed	C3K2U0_PSEFS	Biotin carboxylase	PFLU_5491	Pseudomonas fluorescens (strain SBW25)	369	WP_015886125.1;
C3K2U1	unreviewed	C3K2U1_PSEFS	AraC-family regulatory protein	PFLU_5492	Pseudomonas fluorescens (strain SBW25)	331	
C3K2U2	unreviewed	C3K2U2_PSEFS	Hydrolase	PFLU_5493	Pseudomonas fluorescens (strain SBW25)	186	WP_015886127.1;
C3K2U3	unreviewed	C3K2U3_PSEFS	Trans-aconitate 2-methyltransferase (EC 2.1.1.144)	tam PFLU_5494	Pseudomonas fluorescens (strain SBW25)	253	WP_015886128.1;
C3K2U4	unreviewed	C3K2U4_PSEFS	DUF4365 domain-containing protein	PFLU_5495	Pseudomonas fluorescens (strain SBW25)	252	WP_015886129.1;
C3K2U6	unreviewed	C3K2U6_PSEFS	Transport-related membrane protein	PFLU_5497	Pseudomonas fluorescens (strain SBW25)	464	WP_015886131.1;
C3K2Z0	unreviewed	C3K2Z0_PSEFS	Sporulation domain-containing protein	PFLU_5541	Pseudomonas fluorescens (strain SBW25)	148	WP_015886140.1;
C3K2Z4	unreviewed	C3K2Z4_PSEFS	Peptidase	PFLU_5545	Pseudomonas fluorescens (strain SBW25)	472	WP_015886144.1;
C3K2Z9	unreviewed	C3K2Z9_PSEFS	NMO domain-containing protein	PFLU_5550	Pseudomonas fluorescens (strain SBW25)	320	WP_015886148.1;
C3K300	unreviewed	C3K300_PSEFS	Membrane protein	PFLU_5551	Pseudomonas fluorescens (strain SBW25)	320	WP_015886149.1;
C3K301	unreviewed	C3K301_PSEFS	Dehydrogenase	PFLU_5552	Pseudomonas fluorescens (strain SBW25)	262	WP_015886150.1;
C3K302	unreviewed	C3K302_PSEFS	HIT domain-containing protein	PFLU_5553	Pseudomonas fluorescens (strain SBW25)	112	WP_003194682.1;
C3K304	unreviewed	C3K304_PSEFS	Peroxiredoxin	PFLU_5555	Pseudomonas fluorescens (strain SBW25)	140	WP_015886152.1;
C3K305	unreviewed	C3K305_PSEFS	Catabolite gene activator (CAMP receptor protein)	crp PFLU_5556	Pseudomonas fluorescens (strain SBW25)	214	WP_015886153.1;
C3K306	unreviewed	C3K306_PSEFS	BPL/LPL catalytic domain-containing protein	PFLU_5557	Pseudomonas fluorescens (strain SBW25)	231	WP_015886154.1;
C3K309	unreviewed	C3K309_PSEFS	Anthranilate synthase component II (EC 4.1.3.27)	trpG PFLU_5560	Pseudomonas fluorescens (strain SBW25)	197	WP_015886157.1;
C3K313	unreviewed	C3K313_PSEFS	Alcohol dehydrogenase	PFLU_5564	Pseudomonas fluorescens (strain SBW25)	382	WP_015886161.1;
C3K314	unreviewed	C3K314_PSEFS	ABC transport system, membrane protein	PFLU_5565	Pseudomonas fluorescens (strain SBW25)	274	WP_015886162.1;
C3K315	unreviewed	C3K315_PSEFS	ABC transport system, membrane protein	PFLU_5566	Pseudomonas fluorescens (strain SBW25)	415	WP_015886163.1;
C3K316	unreviewed	C3K316_PSEFS	ABC transport system, exported protein	PFLU_5567	Pseudomonas fluorescens (strain SBW25)	346	WP_015886164.1;
C3K318	unreviewed	C3K318_PSEFS	Two-component system, response regulator	PFLU_5569	Pseudomonas fluorescens (strain SBW25)	209	WP_015886166.1;
C3K319	unreviewed	C3K319_PSEFS	Two-component system, sensor kinase	PFLU_5570	Pseudomonas fluorescens (strain SBW25)	664	WP_015886167.1;
C3K320	unreviewed	C3K320_PSEFS	DUF3530 family protein	PFLU_5571	Pseudomonas fluorescens (strain SBW25)	324	WP_015886168.1;
C3K321	unreviewed	C3K321_PSEFS	Heat shock protein	PFLU_5572	Pseudomonas fluorescens (strain SBW25)	255	WP_015886169.1;
C3K322	unreviewed	C3K322_PSEFS	NTP_transferase domain-containing protein	PFLU_5573	Pseudomonas fluorescens (strain SBW25)	224	
C3K323	unreviewed	C3K323_PSEFS	Phosphotransferase	PFLU_5574	Pseudomonas fluorescens (strain SBW25)	341	WP_015886171.1;
C3K331	unreviewed	C3K331_PSEFS	AAA_PrkA domain-containing protein	PFLU_5582	Pseudomonas fluorescens (strain SBW25)	640	WP_003194732.1;
C3K333	unreviewed	C3K333_PSEFS	SpoVR family protein	PFLU_5584	Pseudomonas fluorescens (strain SBW25)	521	WP_015886180.1;
C3K339	unreviewed	C3K339_PSEFS	Uncharacterized protein	PFLU_5590	Pseudomonas fluorescens (strain SBW25)	130	
C3K343	unreviewed	C3K343_PSEFS	AsnC-family regulatory protein	PFLU_5594	Pseudomonas fluorescens (strain SBW25)	160	
C3K345	unreviewed	C3K345_PSEFS	Hydrolase	PFLU_5596	Pseudomonas fluorescens (strain SBW25)	264	WP_015886192.1;
C3K352	unreviewed	C3K352_PSEFS	YqaE/Pmp3 family membrane protein	PFLU_5603	Pseudomonas fluorescens (strain SBW25)	52	WP_010207008.1;
C3K353	unreviewed	C3K353_PSEFS	Aminotransferase	PFLU_5604	Pseudomonas fluorescens (strain SBW25)	422	WP_015886198.1;
C3K354	unreviewed	C3K354_PSEFS	LysR-family regulatory protein	PFLU_5605	Pseudomonas fluorescens (strain SBW25)	299	WP_015886199.1;
C3K359	unreviewed	C3K359_PSEFS	Pyrroloquinoline quinone biosynthesis protein PqqE	PFLU_5610	Pseudomonas fluorescens (strain SBW25)	93	WP_015886204.1;
C3K362	unreviewed	C3K362_PSEFS	Biotin biosynthesis-related protein	PFLU_5613	Pseudomonas fluorescens (strain SBW25)	243	WP_015886207.1;
C3K365	unreviewed	C3K365_PSEFS	Pribosyltran domain-containing protein	PFLU_5616	Pseudomonas fluorescens (strain SBW25)	245	WP_015886210.1;
C3K366	unreviewed	C3K366_PSEFS	Regulatory protein	PFLU_5617	Pseudomonas fluorescens (strain SBW25)	254	WP_015886211.1;
C3K367	unreviewed	C3K367_PSEFS	Transcriptional initiation protein Tat	PFLU_5618	Pseudomonas fluorescens (strain SBW25)	632	WP_015886212.1;
C3K369	unreviewed	C3K369_PSEFS	Membrane protein	PFLU_5621	Pseudomonas fluorescens (strain SBW25)	294	
C3K370	unreviewed	C3K370_PSEFS	Glycine cleavage system transcriptional repressor	PFLU_5622	Pseudomonas fluorescens (strain SBW25)	170	WP_015886215.1;
C3K372	unreviewed	C3K372_PSEFS	Response regulator	PFLU_5624	Pseudomonas fluorescens (strain SBW25)	130	
C3K373	unreviewed	C3K373_PSEFS	Cyclic nucleotide-binding protein	PFLU_5625	Pseudomonas fluorescens (strain SBW25)	644	
C3K374	unreviewed	C3K374_PSEFS	DNA poymerase	PFLU_5626	Pseudomonas fluorescens (strain SBW25)	235	WP_015886219.1;
C3K375	unreviewed	C3K375_PSEFS	RNA polymerase sigma factor	PFLU_5627	Pseudomonas fluorescens (strain SBW25)	172	WP_015886220.1;
C3K376	unreviewed	C3K376_PSEFS	Anti sigma factor	PFLU_5628	Pseudomonas fluorescens (strain SBW25)	320	
C3K377	unreviewed	C3K377_PSEFS	TonB-dependent membrane protein	PFLU_5629	Pseudomonas fluorescens (strain SBW25)	809	WP_015886222.1;
C3K378	unreviewed	C3K378_PSEFS	Membrane protein	PFLU_5630	Pseudomonas fluorescens (strain SBW25)	367	WP_015886223.1;
C3K379	unreviewed	C3K379_PSEFS	Membrane protein	PFLU_5631	Pseudomonas fluorescens (strain SBW25)	58	
C3K380	unreviewed	C3K380_PSEFS	Ornithine cyclodeaminase	PFLU_5632	Pseudomonas fluorescens (strain SBW25)	329	WP_015886225.1;
C3K381	unreviewed	C3K381_PSEFS	ABC transport system, substrate-binding exported protein	PFLU_5633	Pseudomonas fluorescens (strain SBW25)	253	WP_015886226.1;
C3K382	unreviewed	C3K382_PSEFS	Amino acid BAC transport system, membrane protein	PFLU_5634	Pseudomonas fluorescens (strain SBW25)	239	WP_015886227.1;
C3K384	unreviewed	C3K384_PSEFS	ABC transport system, ATP-binding protein	PFLU_5636	Pseudomonas fluorescens (strain SBW25)	262	
C3K385	unreviewed	C3K385_PSEFS	PAS_6 domain-containing protein	PFLU_5637	Pseudomonas fluorescens (strain SBW25)	210	
C3K386	unreviewed	C3K386_PSEFS	Glutathione S-transferase	PFLU_5638	Pseudomonas fluorescens (strain SBW25)	204	
C3K387	unreviewed	C3K387_PSEFS	Membrane protein	PFLU_5639	Pseudomonas fluorescens (strain SBW25)	457	
C3K390	unreviewed	C3K390_PSEFS	Zn_protease domain-containing protein	PFLU_5642	Pseudomonas fluorescens (strain SBW25)	166	WP_015886235.1;
C3K391	unreviewed	C3K391_PSEFS	Acyltransferase	PFLU_5643	Pseudomonas fluorescens (strain SBW25)	295	WP_015886236.1;
C3K392	unreviewed	C3K392_PSEFS	DUF2780 domain-containing protein	PFLU_5644	Pseudomonas fluorescens (strain SBW25)	190	WP_015886237.1;
C3K393	unreviewed	C3K393_PSEFS	Membrane protein	PFLU_5645	Pseudomonas fluorescens (strain SBW25)	162	
C3K396	unreviewed	C3K396_PSEFS	Sarcosine oxidase gamma subunit	PFLU_5648	Pseudomonas fluorescens (strain SBW25)	210	WP_015886241.1;
C3K397	unreviewed	C3K397_PSEFS	Sarcosine oxidase alpha subunit (EC 1.5.3.1)	soxA PFLU_5649	Pseudomonas fluorescens (strain SBW25)	1005	WP_015886242.1;
C3K398	unreviewed	C3K398_PSEFS	Sarcosine oxidase delta subunit (EC 1.5.3.1)	soxD PFLU_5650	Pseudomonas fluorescens (strain SBW25)	100	WP_015886243.1;
C3K3A1	unreviewed	C3K3A1_PSEFS	TraX protein	PFLU_5653	Pseudomonas fluorescens (strain SBW25)	236	
C3K3A4	unreviewed	C3K3A4_PSEFS	Amine-transport related membrane protein	PFLU_5657	Pseudomonas fluorescens (strain SBW25)	483	
C3K3A5	unreviewed	C3K3A5_PSEFS	Hydrolase	PFLU_5658	Pseudomonas fluorescens (strain SBW25)	271	WP_015886249.1;
C3K3A6	unreviewed	C3K3A6_PSEFS	Iron-sulfur-binding oxidoreductase	PFLU_5659	Pseudomonas fluorescens (strain SBW25)	366	
C3K3A7	unreviewed	C3K3A7_PSEFS	Iron/sulfur-binding protein	PFLU_5660	Pseudomonas fluorescens (strain SBW25)	431	
C3K3A8	unreviewed	C3K3A8_PSEFS	Electron transfer flavoprotein beta subunit	PFLU_5661	Pseudomonas fluorescens (strain SBW25)	256	WP_015886252.1;
C3K3A9	unreviewed	C3K3A9_PSEFS	Electron transfer flavoprotein alpha subunit	PFLU_5662	Pseudomonas fluorescens (strain SBW25)	406	WP_015886253.1;
C3K3B0	unreviewed	C3K3B0_PSEFS	Iron-binding membrane protein	PFLU_5663	Pseudomonas fluorescens (strain SBW25)	652	
C3K3B1	unreviewed	C3K3B1_PSEFS	Oxidoreductase	PFLU_5664	Pseudomonas fluorescens (strain SBW25)	686	
C3K3B2	unreviewed	C3K3B2_PSEFS	V4R domain-containing protein	PFLU_5665	Pseudomonas fluorescens (strain SBW25)	176	WP_015886256.1;
C3K3B3	unreviewed	C3K3B3_PSEFS	Dipeptidase	PFLU_5666	Pseudomonas fluorescens (strain SBW25)	325	WP_015886257.1;
C3K3B4	unreviewed	C3K3B4_PSEFS	Exported protein	PFLU_5667	Pseudomonas fluorescens (strain SBW25)	133	WP_015886258.1;
C3K3B5	unreviewed	C3K3B5_PSEFS	Type II toxin-antitoxin system HipA family toxin	PFLU_5668	Pseudomonas fluorescens (strain SBW25)	412	WP_015886259.1;
C3K3B6	unreviewed	C3K3B6_PSEFS	HTH cro/C1-type domain-containing protein	PFLU_5669	Pseudomonas fluorescens (strain SBW25)	98	WP_015886260.1;
C3K3B7	unreviewed	C3K3B7_PSEFS	DUF3010 family protein	PFLU_5670	Pseudomonas fluorescens (strain SBW25)	138	WP_015886261.1;
C3K3B8	unreviewed	C3K3B8_PSEFS	AAA+ ATPase domain-containing protein	PFLU_5671	Pseudomonas fluorescens (strain SBW25)	392	WP_015886262.1;
C3K3B9	unreviewed	C3K3B9_PSEFS	AraC-family regulatory protein	PFLU_5672	Pseudomonas fluorescens (strain SBW25)	314	WP_015886263.1;
C3K3C0	unreviewed	C3K3C0_PSEFS	Exported protein	PFLU_5673	Pseudomonas fluorescens (strain SBW25)	314	WP_015886264.1;
C3K3C1	unreviewed	C3K3C1_PSEFS	3-keto-5-aminohexanoate cleavage enzyme	PFLU_5674	Pseudomonas fluorescens (strain SBW25)	295	WP_015886265.1;
C3K3C3	unreviewed	C3K3C3_PSEFS	4-hydroxybenzoyl-CoA thioesterase	PFLU_5676	Pseudomonas fluorescens (strain SBW25)	166	WP_015886267.1;
C3K3C4	unreviewed	C3K3C4_PSEFS	Uncharacterized protein	PFLU_5677	Pseudomonas fluorescens (strain SBW25)	87	WP_015886268.1;
C3K3C5	unreviewed	C3K3C5_PSEFS	AraC-family regulatory protein	PFLU_5678	Pseudomonas fluorescens (strain SBW25)	367	WP_005792167.1;
C3K3C7	unreviewed	C3K3C7_PSEFS	Glycine betaine/L-proline ABC transport system, substrate-binding protein	PFLU_5680	Pseudomonas fluorescens (strain SBW25)	315	WP_015886270.1;
C3K3C8	unreviewed	C3K3C8_PSEFS	Glycine betaine/L-proline ABC transport system, membrane protein	PFLU_5681	Pseudomonas fluorescens (strain SBW25)	281	
C3K3C9	unreviewed	C3K3C9_PSEFS	Glycine betaine/L-proline ABC transport system, ATP-binding protein	PFLU_5682	Pseudomonas fluorescens (strain SBW25)	392	
C3K3D0	unreviewed	C3K3D0_PSEFS	High-affinity choline ABC transport system, membrane protein	betT PFLU_5683	Pseudomonas fluorescens (strain SBW25)	663	
C3K3D4	unreviewed	C3K3D4_PSEFS	Peptidase C69	PFLU_5687	Pseudomonas fluorescens (strain SBW25)	480	WP_015886277.1;
C3K3D5	unreviewed	C3K3D5_PSEFS	Metalloprotease TldD/E C-terminal domain-containing protein	PFLU_5688	Pseudomonas fluorescens (strain SBW25)	438	WP_015886278.1;
C3K3D6	unreviewed	C3K3D6_PSEFS	Rhamnosyltransferase 1 subunit A (EC 2.4.1.-)	rhlA PFLU_5689	Pseudomonas fluorescens (strain SBW25)	296	WP_015886279.1;
C3K3D7	unreviewed	C3K3D7_PSEFS	Transport-related membrane protein	PFLU_5690	Pseudomonas fluorescens (strain SBW25)	475	
C3K3D8	unreviewed	C3K3D8_PSEFS	ATP-independent RNA helicase	dbpA PFLU_5691	Pseudomonas fluorescens (strain SBW25)	461	
C3K3D9	unreviewed	C3K3D9_PSEFS	BaiN-like insert domain-containing protein	PFLU_5692	Pseudomonas fluorescens (strain SBW25)	392	WP_015886282.1;
C3K3E0	unreviewed	C3K3E0_PSEFS	Transport-related membrane protein	PFLU_5693	Pseudomonas fluorescens (strain SBW25)	727	
C3K3E1	unreviewed	C3K3E1_PSEFS	Exported protein	PFLU_5694	Pseudomonas fluorescens (strain SBW25)	245	WP_015886284.1;
C3K3E2	unreviewed	C3K3E2_PSEFS	Protein ElaA	PFLU_5695	Pseudomonas fluorescens (strain SBW25)	150	WP_015886285.1;
C3K3E3	unreviewed	C3K3E3_PSEFS	Helix-turn-helix domain-containing protein	PFLU_5696	Pseudomonas fluorescens (strain SBW25)	98	WP_015886286.1;
C3K3E4	unreviewed	C3K3E4_PSEFS	YgjP-like metallopeptidase domain-containing protein	PFLU_5697	Pseudomonas fluorescens (strain SBW25)	166	WP_015886287.1;
C3K3E5	unreviewed	C3K3E5_PSEFS	GGDEF/EAL domain regulatory protein	PFLU_5698	Pseudomonas fluorescens (strain SBW25)	701	WP_015886288.1;
